WKT,id,universidad,nomuniversidad_c,nomuniversidad_v,centro,nomcentro_c,nomcentro_v,campus,nomcampus_c,nomcampus_v,posicion_x,posicion_y,grado,nomgrado_c,nomgrado_v,area,descarea_c,descarea_v,codprovincia_orig,codprovincia,codmunicipio_orig,codmunicipio,municipio,provincia,municipio_c,municipio_v,presencialidad_c,presencialidad_v,url_grado,url_grado_v,naturaleza_c,doblegrado_c,naturaleza_v,doblegrado_v,nomespecialidad_c,nomespecialidad_v,nomitinerario_c,nomitinerario_v,tipo,nomtipo_c,nomtipo_v
"POINT (702136 4239066)","575","055",Universidad Miguel Hernández de Elche,Universidad Miguel Hernández de Elche,"03023059",Facultad de Ciencias Sociales y Jurídicas,Facultat de Ciències Socials i Jurídiques,"05502",Elche,Elx,"702136","4239066","2501616",Grado en Derecho por la Universidad Miguel Hernández de Elche,Grau en Dret per la Universitat Miguel Hernández d'Elx,"4",Ciencias Sociales y Jurídicas,Ciències Socials i Jurídiques,"03","03","065","065",Elx/Elche,Alacant/Alicante,Elche,Elx,Estudio presencial,Estudi presencial,https://www.umh.es/contenido/Estudios/:tit_g_139_R2_CSig/datos_es.html,https://www.umh.es/contenido/Estudios/:tit_g_139_R1_CSig/datos_val.html,Pública,No,Pública,No,,,,,GU,Universitario,Universitari
"POINT (702136 4239066)","576","055",Universidad Miguel Hernández de Elche,Universidad Miguel Hernández de Elche,"03023059",Facultad de Ciencias Sociales y Jurídicas,Facultat de Ciències Socials i Jurídiques,"05502",Elche,Elx,"702136","4239066","2501614",Grado en Comunicación Audiovisual por la Universidad Miguel Hernández de Elche,Grau en Comunicació Audiovisual per la Universitat Miguel Hernández d'Elx,"4",Ciencias Sociales y Jurídicas,Ciències Socials i Jurídiques,"03","03","065","065",Elx/Elche,Alacant/Alicante,Elche,Elx,Estudio presencial,Estudi presencial,https://www.umh.es/contenido/Estudios/:tit_g_242_R1_CSig/datos_es.html,https://www.umh.es/contenido/Estudios/:tit_g_242_R1_CSig/datos_val.html,Pública,No,Pública,No,,,,,GU,Universitario,Universitari
"POINT (702136 4239066)","577","055",Universidad Miguel Hernández de Elche,Universidad Miguel Hernández de Elche,"03023059",Facultad de Ciencias Sociales y Jurídicas,Facultat de Ciències Socials i Jurídiques,"05502",Elche,Elx,"702136","4239066","2502178",Grado en Administración y Dirección de Empresas por la Universidad Miguel Hernández de Elche,Grau en Administració i Direcció d'Empreses per la Universitat Miguel Hernández d'Elx,"4",Ciencias Sociales y Jurídicas,Ciències Socials i Jurídiques,"03","03","065","065",Elx/Elche,Alacant/Alicante,Elche,Elx,Estudio presencial,Estudi presencial,https://www.umh.es/contenido/Estudios/:tit_g_145_T1_CSig/datos_es.html,https://www.umh.es/contenido/Estudios/:tit_g_146_R1_CSig/datos_val.html,Pública,No,Pública,No,,,,,GU,Universitario,Universitari
"POINT (702136 4239066)","578","055",Universidad Miguel Hernández de Elche,Universidad Miguel Hernández de Elche,"03023059",Facultad de Ciencias Sociales y Jurídicas,Facultat de Ciències Socials i Jurídiques,"05502",Elche,Elx,"702136","4239066","7000675",Doble Grado en Derecho y Administración y Dirección de Empresas por la Universidad Miguel Hernández de Elche,Doble Grau en Dret i Administració i Direcció d'Empreses per la Universitat Miguel Hernández d'Elx,"4",Ciencias Sociales y Jurídicas,Ciències Socials i Jurídiques,"03","03","065","065",Elx/Elche,Alacant/Alicante,Elche,Elx,Estudio presencial,Estudi presencial,https://www.umh.es/contenido/Estudios/:tit_g_255_R1_CSig/datos_es.html,https://www.umh.es/contenido/Estudios/:tit_g_255_R1_CSig/datos_val.html,Pública,Sí,Pública,Sí,,,,,GU,Universitario,Universitari
"POINT (702136 4239066)","579","055",Universidad Miguel Hernández de Elche,Universidad Miguel Hernández de Elche,"03023059",Facultad de Ciencias Sociales y Jurídicas,Facultat de Ciències Socials i Jurídiques d'Elx,"05502",Campus Elche,Campus Elx,"702136","4239066","4313470",Máster Universitario en Intervención Criminológica y Victimológica por la UMH,Màster Universitari en Intervenció Criminològica y Victimològica per la UMH,"3",Ciencias Sociales y Jurídicas,Ciències Socials i Jurídiques,"03","03","065","065",Elx/Elche,Alacant/Alicante,Elche,Elx,Varias modalidades,Diverses modalitats,"https://www.umh.es/contenido/Estudios/:tit_m_252_CSig/datos_es.html ; https://www.umh.es/contenido/Estudios/:tit_m_252_S_CSig/datos_es.html","https://www.umh.es/contenido/Estudios/:tit_m_252_CSig/datos_val.html ; https://www.umh.es/contenido/Estudios/:tit_m_252_S_CSig/datos_val.html",Pública,No,Pública,No,,,,,MU,Universitario,Universitari
"POINT (702136 4239066)","580","055",Universidad Miguel Hernández de Elche,Universidad Miguel Hernández de Elche,"03023059",Facultad de Ciencias Sociales y Jurídicas,Facultat de Ciències Socials i Jurídiques d'Elx,"05502",Campus Elche,Campus Elx,"702136","4239066","4313467",Máster Universitario en Innovación en Periodismo  por la UMH,Màster Universitari en Innovació en Periodisme per la UMH,"3",Ciencias Sociales y Jurídicas,Ciències Socials i Jurídiques,"03","03","065","065",Elx/Elche,Alacant/Alicante,Elche,Elx,Estudio no presencial,Estudi no presencial,https://www.umh.es/contenido/Estudios/:tit_m_182_CSig/datos_es.html,https://www.umh.es/contenido/Estudios/:tit_m_182_CSig/datos_val.html,Pública,No,Pública,No,,,,,MU,Universitario,Universitari
"POINT (702136 4239066)","581","055",Universidad Miguel Hernández de Elche,Universidad Miguel Hernández de Elche,"03023059",Facultad de Ciencias Sociales y Jurídicas,Facultat de Ciències Socials i Jurídiques d'Elx,"05502",Campus Elche,Campus Elx,"702136","4239066","4311734",Máster Universitario en Igualdad y Género en el Ámbito Público y Privado (Universitar Jaume I de Castelló y UMH),Màster Universitari en Igualtat i Gènere en l'Àmbit Públic i Privat. Conjunt UMH/UJI per la UMH,"3",Ciencias Sociales y Jurídicas,Ciències Socials i Jurídiques,"03","03","065","065",Elx/Elche,Alacant/Alicante,Elche,Elx,Estudio no presencial,Estudi no presencial,https://www.umh.es/contenido/Estudios/:tit_m_224_CSig/datos_es.html,https://www.umh.es/contenido/Estudios/:tit_m_224_CSig/datos_val.html,Pública,No,Pública,No,,,,,MU,Universitario,Universitari
"POINT (702136 4239066)","582","055",Universidad Miguel Hernández de Elche,Universidad Miguel Hernández de Elche,"03023059",Facultad de Ciencias Sociales y Jurídicas,Facultat de Ciències Socials i Jurídiques d'Elx,"05502",Campus Elche,Campus Elx,"702136","4239066","4314626",Máster Universitario en Contabilidad y Finanzas Avanzadas por la UMH,Màster Universitari en Comptabilitat i Finances Avançades per la UMH,"3",Ciencias Sociales y Jurídicas,Ciències Socials i Jurídiques,"03","03","065","065",Elx/Elche,Alacant/Alicante,Elche,Elx,Estudio semipresencial,Estudi semipresencial,https://www.umh.es/contenido/Estudios/:tit_m_234_CSig/datos_es.html,https://www.umh.es/contenido/Estudios/:tit_m_234_CSig/datos_val.html,Pública,No,Pública,No,,,,,MU,Universitario,Universitari
"POINT (702136 4239066)","583","055",Universidad Miguel Hernández de Elche,Universidad Miguel Hernández de Elche,"03023059",Facultad de Ciencias Sociales y Jurídicas,Facultat de Ciències Socials i Jurídiques d'Elx,"05502",Campus Elche,Campus Elx,"702136","4239066","4316645",Máster Universitario en Auditoría de Cuentas por la UMH,Màster Universitari en Auditoria de Comptes per la UMH,"3",Ciencias Sociales y Jurídicas,Ciències Socials i Jurídiques,"03","03","065","065",Elx/Elche,Alacant/Alicante,Elche,Elx,Estudio semipresencial,Estudi semipresencial,https://www.umh.es/contenido/Estudios/:tit_m_266_CSig/datos_es.html,https://www.umh.es/contenido/Estudios/:tit_m_266_CSig/datos_val.html,Pública,No,Pública,No,,,,,MU,Universitario,Universitari
"POINT (702136 4239066)","584","055",Universidad Miguel Hernández de Elche,Universidad Miguel Hernández de Elche,"03023059",Facultad de Ciencias Sociales y Jurídicas,Facultat de Ciències Socials i Jurídiques d'Elx,"05502",Campus Elche,Campus Elx,"702136","4239066","4311739",Máster Universitario en Asesoría Fiscal por la UMH,Màster Universitari en Assessoria Fiscal per la UMH,"3",Ciencias Sociales y Jurídicas,Ciències Socials i Jurídiques,"03","03","065","065",Elx/Elche,Alacant/Alicante,Elche,Elx,Estudio presencial,Estudi presencial,https://www.umh.es/contenido/Estudios/:tit_m_103_CSig/datos_es.html,https://www.umh.es/contenido/Estudios/:tit_m_103_CSig/datos_val.html,Pública,No,Pública,No,,,,,MU,Universitario,Universitari
"POINT (702136 4239066)","585","055",Universidad Miguel Hernández de Elche,Universidad Miguel Hernández de Elche,"03023059",Facultad de Ciencias Sociales y Jurídicas,Facultat de Ciències Socials i Jurídiques d'Elx,"05502",Campus Elche,Campus Elx,"702136","4239066","4313990",Máster Universitario en Administración y Dirección de Empresas. MBA por la UMH,Màster Universitari en Administració i Direcció d'Empreses. MBA per la UMH,"3",Ciencias Sociales y Jurídicas,Ciències Socials i Jurídiques,"03","03","065","065",Elx/Elche,Alacant/Alicante,Elche,Elx,Estudio semipresencial,Estudi semipresencial,https://www.umh.es/contenido/Estudios/:tit_m_198_CSig/datos_es.html,https://www.umh.es/contenido/Estudios/:tit_m_198_CSig/datos_val.html,Pública,No,Pública,No,,,,,MU,Universitario,Universitari
"POINT (702136 4239066)","586","055",Universidad Miguel Hernández de Elche,Universidad Miguel Hernández de Elche,"03023060",Facultad de Ciencias Experimentales,Facultat de Ciències Experimentals,"05502",Elche,Elx,"702136","4239066","2501609",Grado en Ciencias Ambientales por la Universidad Miguel Hernández de Elche,Grau en Ciències Ambientals per la Universitat Miguel Hernández d'Elx,"2",Ciencias,Ciències,"03","03","065","065",Elx/Elche,Alacant/Alicante,Elche,Elx,Estudio presencial,Estudi presencial,https://www.umh.es/contenido/Estudios/:tit_g_253_O1_CSig/datos_es.html,https://www.umh.es/contenido/Estudios/:tit_g_253_O1_CSig/datos_val.html,Pública,No,Pública,No,,,,,GU,Universitario,Universitari
"POINT (702136 4239066)","587","055",Universidad Miguel Hernández de Elche,Universidad Miguel Hernández de Elche,"03023060",Facultad de Ciencias Experimentales,Facultat de Ciències Experimentals,"05502",Elche,Elx,"702136","4239066","2501608",Grado en Biotecnología por la Universidad Miguel Hernández de Elche,Grau en Biotecnologia per la Universitat Miguel Hernández d'Elx,"2",Ciencias,Ciències,"03","03","065","065",Elx/Elche,Alacant/Alicante,Elche,Elx,Estudio presencial,Estudi presencial,https://www.umh.es/contenido/Estudios/:tit_g_135_O1_CSig/datos_es.html,https://www.umh.es/contenido/Estudios/:tit_g_135_O1_CSig/datos_val.html,Pública,No,Pública,No,,,,,GU,Universitario,Universitari
"POINT (702136 4239066)","588","055",Universidad Miguel Hernández de Elche,Universidad Miguel Hernández de Elche,"03023060",Facultad de Ciencias Experimentales,Facultat de Ciències Experimentals,"05502",Campus Elche,Campus Elx,"702136","4239066","4315138","Máster Universitario en Nanociencia y Nanotecnología (Universidad Autónoma de Madrid; la Universidad de Alicante; la Universidad de Castilla-La Mancha; la Universidad de La Laguna; la Universidad de Valladolid; la Universidad Miguel Hernández de Elche","Màster Universitari en Nanociència i Nanotecnologia (Universitat Autònoma de Madrid; la Universitat d'Alacant; la Universitat de Castella-la Manxa; la Universitat de la Llacuna; la Universitat de Valladolid; la Universitat Miguel Hernández d'Elx","2",Ciencias,Ciències,"03","03","065","065",Elx/Elche,Alacant/Alicante,Elche,Elx,Estudio presencial,Estudi presencial,https://www.umh.es/contenido/Estudios/:tit_m_249_CSig/datos_es.html,https://www.umh.es/contenido/Estudios/:tit_m_249_CSig/datos_val.html,Pública,No,Pública,No,,,,,MU,Universitario,Universitari
"POINT (702136 4239066)","589","055",Universidad Miguel Hernández de Elche,Universidad Miguel Hernández de Elche,"03023072",Escuela Politécnica Superior de Elche,Escola Politècnica Superior d'Elx,"05502",Campus Elche,Campus Elx,"702136","4239066","4313465",Máster Universitario en Ingeniería Industrial por la UMH,Màster Universitari en Enginyeria Industrial per la UMH,"4",Ingeniería y Arquitectura,Enginyeria i Arquitectura,"03","03","065","065",Elx/Elche,Alacant/Alicante,Elche,Elx,Estudio presencial,Estudi presencial,https://www.umh.es/contenido/Estudios/:tit_m_185_CSig/datos_es.html,https://www.umh.es/contenido/Estudios/:tit_m_185_CSig/datos_val.html,Pública,No,Pública,No,,,,,MU,Universitario,Universitari
"POINT (702136 4239066)","590","055",Universidad Miguel Hernández de Elche,Universidad Miguel Hernández de Elche,"03023072",Escuela Politécnica Superior de Elche,Escola Politècnica Superior d'Elx,"05502",Campus Elche,Campus Elx,"702136","4239066","4313466",Máster Universitario en Ingeniería de Telecomunicación por la UMH,Màster Universitari en Enginyeria de Telecomunicació per la UMH,"4",Ingeniería y Arquitectura,Enginyeria i Arquitectura,"03","03","065","065",Elx/Elche,Alacant/Alicante,Elche,Elx,Estudio presencial,Estudi presencial,https://www.umh.es/contenido/Estudios/:tit_m_184_CSig/datos_es.html,https://www.umh.es/contenido/Estudios/:tit_m_184_CSig/datos_val.html,Pública,No,Pública,No,,,,,MU,Universitario,Universitari
"POINT (702136 4239066)","591","055",Universidad Miguel Hernández de Elche,Universidad Miguel Hernández de Elche,"03023072",Escuela Politécnica Superior de Elche,Escola Politècnica Superior d'Elx,"05502",Campus Elche,Campus Elx,"702136","4239066","4313461",Máster Universitario en Energía Solar y Renovables por la UMH,Màster Universitari en Energia Solar i Renovables per la UMH,"4",Ingeniería y Arquitectura,Enginyeria i Arquitectura,"03","03","065","065",Elx/Elche,Alacant/Alicante,Elche,Elx,Estudio semipresencial,Estudi semipresencial,https://www.umh.es/contenido/Estudios/:tit_m_186_CSig/datos_es.html,https://www.umh.es/contenido/Estudios/:tit_m_186_CSig/datos_val.html,Pública,No,Pública,No,,,,,MU,Universitario,Universitari
"POINT (702136 4239066)","592","055",Universidad Miguel Hernández de Elche,Universidad Miguel Hernández de Elche,"03023072",Escuela Politécnica Superior de Elche,Escola Politècnica Superior d'Elx,"05502",Campus Elche,Campus Elx,"702136","4239066","4310186",Máster Universitario en Instalaciones Térmicas y Eléctricas. Eficiencia Energética por la UMH,Màster Univ. en Instal·lacions Tèrmiques i elèctriques. Eficiència Energètica per la UMH,"4",Ingeniería y Arquitectura,Enginyeria i Arquitectura,"03","03","065","065",Elx/Elche,Alacant/Alicante,Elche,Elx,Varias modalidades,Diverses modalitats,"https://www.umh.es/contenido/Estudios/:tit_m_157_O_CSig/datos_es.html ; https://www.umh.es/contenido/Estudios/:tit_m_157_CSig/datos_es.html","https://www.umh.es/contenido/Estudios/:tit_m_157_O_CSig/datos_val.html ; https://www.umh.es/contenido/Estudios/:tit_m_157_CSig/datos_val.html",Pública,No,Pública,No,,,,,MU,Universitario,Universitari
"POINT (702136 4239066)","593","055",Universidad Miguel Hernández de Elche,Universidad Miguel Hernández de Elche,"03023072",Escuela Politécnica Superior de Elche,Escola Politècnica Superior d'Elx,"05502",Campus Elche,Campus Elx,"702136","4239066","4315858",Máster Universitario en Robótica por la UMH,Màster Universitari en Robòtica per la UMH,"4",Ingeniería y Arquitectura,Enginyeria i Arquitectura,"03","03","065","065",Elx/Elche,Alacant/Alicante,Elche,Elx,Estudio semipresencial,Estudi semipresencial,https://www.umh.es/contenido/Estudios/:tit_m_256_CSig/datos_es.html,https://www.umh.es/contenido/Estudios/:tit_m_256_CSig/datos_val.html,Pública,No,Pública,No,,,,,MU,Universitario,Universitari
"POINT (702136 4239066)","594","055",Universidad Miguel Hernández de Elche,Universidad Miguel Hernández de Elche,"03023072",Escuela Politécnica Superior de Elche,Escola Politècnica Superior d'Elx,"05502",Elche,Elx,"702136","4239066","2501620",Grado en Ingeniería de Tecnologías de Telecomunicación por la Universidad Miguel Hernández de Elche,Grau en Enginyeria de Tecnologies de Telecomunicació per la Universitat Miguel Hernández d'Elx,"5",Ingeniería y Arquitectura,Enginyeria i Arquitectura,"03","03","065","065",Elx/Elche,Alacant/Alicante,Elche,Elx,Estudio presencial,Estudi presencial,https://www.umh.es/contenido/Estudios/:tit_g_142_S1_CSig/datos_es.html,https://www.umh.es/contenido/Estudios/:tit_g_142_S1_CSig/datos_val.html,Pública,No,Pública,No,,,,,GU,Universitario,Universitari
"POINT (702136 4239066)","595","055",Universidad Miguel Hernández de Elche,Universidad Miguel Hernández de Elche,"03023072",Escuela Politécnica Superior de Elche,Escola Politècnica Superior d'Elx,"05502",Elche,Elx,"702136","4239066","2502181",Grado en Ingeniería Informática en Tecnologías de la Información por la Universidad Miguel Hernández de Elche,Grau en Enginyeria Informàtica en Tecnologíes de l'Informació per la Universitat Miguel Hernández d'Elx,"5",Ingeniería y Arquitectura,Enginyeria i Arquitectura,"03","03","065","065",Elx/Elche,Alacant/Alicante,Elche,Elx,Estudio presencial,Estudi presencial,https://www.umh.es/contenido/Estudios/:tit_g_192_S8_CSig/datos_es.html,https://www.umh.es/contenido/Estudios/:tit_g_192_S8_CSig/datos_val.html,Pública,No,Pública,No,,,,,GU,Universitario,Universitari
"POINT (702136 4239066)","596","055",Universidad Miguel Hernández de Elche,Universidad Miguel Hernández de Elche,"03023072",Escuela Politécnica Superior de Elche,Escola Politècnica Superior d'Elx,"05502",Elche,Elx,"702136","4239066","2501619",Grado en Ingenieria Electrónica y Automática Industrial por la Universidad Miguel Hernández de Elche,Grau en Enginyeria Electrònica i Automàtica Industrial per la Universitat Miguel Hernández d'Elx,"5",Ingeniería y Arquitectura,Enginyeria i Arquitectura,"03","03","065","065",Elx/Elche,Alacant/Alicante,Elche,Elx,Estudio presencial,Estudi presencial,https://www.umh.es/contenido/Estudios/:tit_g_141_S1_CSig/datos_es.html,https://www.umh.es/contenido/Estudios/:tit_g_141_S1_CSig/datos_val.html,Pública,No,Pública,No,,,,,GU,Universitario,Universitari
"POINT (702136 4239066)","597","055",Universidad Miguel Hernández de Elche,Universidad Miguel Hernández de Elche,"03023072",Escuela Politécnica Superior de Elche,Escola Politècnica Superior d'Elx,"05502",Elche,Elx,"702136","4239066","2501621",Grado en Ingeniería Mecanica por la Universidad Miguel Hernández de Elche,Grau en Enginyeria Mecànica per la Universitat Miguel Hernández d'Elx,"5",Ingeniería y Arquitectura,Enginyeria i Arquitectura,"03","03","065","065",Elx/Elche,Alacant/Alicante,Elche,Elx,Estudio presencial,Estudi presencial,https://www.umh.es/contenido/Estudios/:tit_g_143_S1_CSig/datos_es.html,https://www.umh.es/contenido/Estudios/:tit_g_143_S1_CSig/datos_val.html,Pública,No,Pública,No,,,,,GU,Universitario,Universitari
"POINT (702136 4239066)","598","055",Universidad Miguel Hernández de Elche,Universidad Miguel Hernández de Elche,"03023072",Escuela Politécnica Superior de Elche,Escola Politècnica Superior d'Elx,"05502",Elche,Elx,"702136","4239066","2502180",Grado en Ingeniería Eléctrica por la Universidad Miguel Hernández de Elche,Grau en Enginyeria Elèctrica per la Universitat Miguel Hernández d'Elx,"5",Ingeniería y Arquitectura,Enginyeria i Arquitectura,"03","03","065","065",Elx/Elche,Alacant/Alicante,Elche,Elx,Estudio presencial,Estudi presencial,https://www.umh.es/contenido/Estudios/:tit_g_166_S1_CSig/datos_es.html,https://www.umh.es/contenido/Estudios/:tit_g_166_S1_CSig/datos_val.html,Pública,No,Pública,No,,,,,GU,Universitario,Universitari
"POINT (756236 4276473)","599","055",Universidad Miguel Hernández de Elche,Universidad Miguel Hernández de Elche,"03023084",Facultad de Bellas Artes de Altea,Facultat de Belles Arts d'Altea,"05501",Altea,Altea,"756236","4276473","2501390",Grado en Bellas Artes por la Universidad Miguel Hernández de Elche,Grau en Belles Arts per la Universitat Miguel Hernández d'Elx,"1",Arte y Humanidades,Art i Humanitats,"03","03","018","018",Altea,Alacant/Alicante,Altea,Altea,Estudio presencial,Estudi presencial,https://www.umh.es/contenido/Estudios/:tit_g_133_N1_CSig/datos_es.html,https://www.umh.es/contenido/Estudios/:tit_g_133_N1_CSig/datos_val.html,Pública,No,Pública,No,,,,,GU,Universitario,Universitari
"POINT (756236 4276473)","600","055",Universidad Miguel Hernández de Elche,Universidad Miguel Hernández de Elche,"03023084",Facultad de Bellas Artes de Altea,Facultat de Belles Arts d'Altea,"05501",Campus Altea,Campus Altea,"756236","4276473","4314654",Máster Universitario en Proyecto e Investigación en Arte por la UMH,Màster Universitari en Projecte i Investigació en Art per la UMH,"1",Arte y Humanidades,Art i Humanitats,"03","03","018","018",Altea,Alacant/Alicante,Altea,Altea,Estudio presencial,Estudi presencial,https://www.umh.es/contenido/Estudios/:tit_m_232_CSig/datos_es.html,https://www.umh.es/contenido/Estudios/:tit_m_232_CSig/datos_val.html,Pública,No,Pública,No,,,,,MU,Universitario,Universitari
"POINT (756236 4276473)","601","055",Universidad Miguel Hernández de Elche,Universidad Miguel Hernández de Elche,"03023084",Facultad de Bellas Artes de Altea,Facultat de Belles Arts d'Altea,"05501",Campus Altea,Campus Altea,"756236","4276473","4316220",Máster Universitario en Estudios Culturales y Artes Visuales (Perspectivas Feministas y Cuir/Queer) por la UMH,Màster Universitari en Estudis Culturals i Arts Visuals (Perspectives Feministes i Cuir/Queer) per la UMH,"1",Arte y Humanidades,Art i Humanitats,"03","03","018","018",Altea,Alacant/Alicante,Altea,Altea,Estudio no presencial,Estudi no presencial,https://www.umh.es/contenido/Estudios/:tit_m_261_CSig/datos_es.html,https://www.umh.es/contenido/Estudios/:tit_m_261_CSig/datos_val.html,Pública,No,Pública,No,,,,,MU,Universitario,Universitari
"POINT (677018 4215262)","602","055",Universidad Miguel Hernández de Elche,Universidad Miguel Hernández de Elche,"03023096",Facultad de Ciencias Sociales y Jurídicas de Orihuela,Facultat de Ciències Socials i Jurídiques d'Orihuela,"05503",Orihuela,Orihuela,"677018","4215262","2502178",Grado en Administración y Dirección de Empresas por la Universidad Miguel Hernández de Elche,Grau en Administració i Direcció d'Empreses per la Universitat Miguel Hernández d'Elx,"4",Ciencias Sociales y Jurídicas,Ciències Socials i Jurídiques,"03","03","099","099",Orihuela,Alacant/Alicante,Orihuela,Orihuela,Estudio presencial,Estudi presencial,https://www.esic.edu/grados/grado-en-administracion-y-direccion-de-empresas#valencia,https://www.umh.es/contenido/Estudios/:tit_g_145_T1_CSig/datos_val.html,Pública,No,Pública,No,,,,,GU,Universitario,Universitari
"POINT (677018 4215262)","603","055",Universidad Miguel Hernández de Elche,Universidad Miguel Hernández de Elche,"03023096",Facultad de Ciencias Sociales y Jurídicas de Orihuela,Facultat de Ciències Socials i Jurídiques d'Orihuela,"05503",Orihuela,Orihuela,"677018","4215262","2501451",Grado en Ciencias Politicas y Gestión Pública por la Universidad Miguel Hernández de Elche,Grau en Ciències Politiques i Gestió Pública per la Universitat Miguel Hernández d'Elx,"4",Ciencias Sociales y Jurídicas,Ciències Socials i Jurídiques,"03","03","099","099",Orihuela,Alacant/Alicante,Orihuela,Orihuela,Estudio presencial,Estudi presencial,https://www.umh.es/contenido/Estudios/:tit_g_144_T1_CSig/datos_es.html,https://www.umh.es/contenido/Estudios/:tit_g_144_T1_CSig/datos_val.html,Pública,No,Pública,No,,,,,GU,Universitario,Universitari
"POINT (677018 4215262)","604","055",Universidad Miguel Hernández de Elche,Universidad Miguel Hernández de Elche,"03023096",Facultad de Ciencias Sociales y Jurídicas de Orihuela,Facultat de Ciències Socials i Jurídiques de Orihuela,"05503",Campus Orihuela,Campus Orihuela,"677018","4215262","4318479","Máster Universitario en Formación del Profesorado de Educación Secundaria Obligatoria y Bachillerato, Formación Profesional y Enseñanzas de Idiomas por la Universidad Miguel Hernández de Elche por la UMH","Màster Universitari en Formació del Professorat ESO i Batxillerat, FP i Ensenyament d'Idiomes per la UMH","3",Ciencias Sociales y Jurídicas,Ciències Socials i Jurídiques,"03","03","099","099",Orihuela,Alacant/Alicante,Orihuela,Orihuela,Estudio semipresencial,Estudi semipresencial,"-","-",Pública,No,Pública,No,,,,,MU,Universitario,Universitari
"POINT (723917 4252148)","605","055",Universidad Miguel Hernández de Elche,Universidad Miguel Hernández de Elche,"03023163",Facultad de Farmacia,Facultat de Farmàcia,"05504",Sant Joan d'Alacant,Sant Joan d'Alacant,"723917","4252148","4315317",Máster Universitario en Neuropsicofarmacología Traslacional por la UMH,Màster Universitari en Neuropsicofarmacologia Traslacional per la UMH,"5",Ciencias de la Salud,Ciències de la Salut,"03","03","119","119",Sant Joan d'Alacant,Alacant/Alicante,Sant Joan D'Alacant,Sant Joan D'Alacant,Estudio semipresencial,Estudi semipresencial,https://www.umh.es/contenido/Estudios/:tit_m_245_CSig/datos_es.html,https://www.umh.es/contenido/Estudios/:tit_m_245_CSig/datos_val.html,Pública,No,Pública,No,,,,,MU,Universitario,Universitari
"POINT (723917 4252148)","606","055",Universidad Miguel Hernández de Elche,Universidad Miguel Hernández de Elche,"03023163",Facultad de Farmacia,Facultat de Farmàcia,"05504",Sant Joan d'Alacant,Sant Joan d'Alacant,"723917","4252148","2502357",Grado en Farmacia por la Universidad Miguel Hernández de Elche,Grau en Farmàcia per la Universitat Miguel Hernández d'Elx,"3",Ciencias de la Salud,Ciències de la Salut,"03","03","119","119",Sant Joan d'Alacant,Alacant/Alicante,Sant Joan D'Alacant,Sant Joan D'Alacant,Estudio presencial,Estudi presencial,https://www.umh.es/contenido/Estudios/:tit_g_136_P1_CSig/datos_es.html,https://www.umh.es/contenido/Estudios/:tit_g_136_P1_CSig/datos_val.html,Pública,No,Pública,No,,,,,GU,Universitario,Universitari
"POINT (702136 4239066)","607","055",Universidad Miguel Hernández de Elche,Universidad Miguel Hernández de Elche,"03023199","Instituto de Investigación, Desarrollo e Innovación en Biotecnología Sanitaria de Elche","Institut d'Investigació, Desenvolupament i Innovació en Biotecnologia Sanitària d'Elx","05502",Campus Elche,Campus Elx,"702136","4239066","4314745",Máster Universitario en Biotecnología y Bioingeniería por la UMH,Màster Universitari en Biotecnologia i Bioenginyeria per la UMH,"2",Ciencias,Ciències,"03","03","065","065",Elx/Elche,Alacant/Alicante,Elche,Elx,Estudio presencial,Estudi presencial,https://www.umh.es/contenido/Estudios/:tit_m_235_CSig/datos_es.html,https://www.umh.es/contenido/Estudios/:tit_m_235_CSig/datos_val.html,Pública,No,Pública,No,,,,,MU,Universitario,Universitari
"POINT (702136 4239066)","608","055",Universidad Miguel Hernández de Elche,Universidad Miguel Hernández de Elche,"03023199","Instituto de Investigación, Desarrollo e Innovación en Biotecnología Sanitaria de Elche","Institut d'Investigació, Desenvolupament i Innovació en Biotecnologia Sanitària d'Elx","05502",Campus Elche,Campus Elx,"702136","4239066","4317146","Máster Universitario Erasmus Mundus en Cosmética Traslacional y Ciencias Dermatológicas [Humboldt-Universität zu Berlin(Alemania); Università degli Studi del Piemonte Orientale ""Amedeo Avogadro""(Italia); Université de Namur (Bélgica); UMH]]",Màster Universitari Erasmus Mundus en Cosmètica Traslacional i Ciències Dermatològiques per la UMH,"2",Ciencias,Ciències,"03","03","065","065",Elx/Elche,Alacant/Alicante,Elche,Elx,Estudio presencial,Estudi presencial,https://www.emotion-master.eu/,https://www.emotion-master.eu/,Pública,No,Pública,No,,,,,MU,Universitario,Universitari
"POINT (702136 4239066)","609","055",Universidad Miguel Hernández de Elche,Universidad Miguel Hernández de Elche,"03023217",Facultad de Ciencias Sociosanitarias,Facultat de Ciències Sociosanitàries,"05502",Campus Elche,Campus Elx,"702136","4239066","4314522",Máster Universitario en Psicología General Sanitaria por la UMH,Màster Universitari en Psicologia General Sanitària per la UMH,"5",Ciencias de la Salud,Ciències de la Salut,"03","03","065","065",Elx/Elche,Alacant/Alicante,Elche,Elx,Estudio presencial,Estudi presencial,https://www.umh.es/contenido/Estudios/:tit_m_230_CSig/datos_es.html,https://www.umh.es/contenido/Estudios/:tit_m_230_CSig/datos_val.html,Pública,No,Pública,No,,,,,MU,Universitario,Universitari
