ANYO_ACADEMICO;COD_PROV;NOM_PROV;COD_MUN;NOM_MUN;COD_CONSER;NOM_CONSER;COD_GRADO;DESC_GRADO;CURSO;ESPECIALIDAD;MATRICULADOS
2022-2023;46;VALENCIA/VALÈNCIA;46250;VALÈNCIA;46020388;CONSERVATORI PROFESSIONAL DE DANSA;P;ENSEÑANZA PROFESIONAL DANZA;1º ENSEÑANZA PROFESIONAL DANZA;DANZA CONTEMPORÁNEA;12
2022-2023;46;VALENCIA/VALÈNCIA;46250;VALÈNCIA;46020388;CONSERVATORI PROFESSIONAL DE DANSA;P;ENSEÑANZA PROFESIONAL DANZA;1º ENSEÑANZA PROFESIONAL DANZA;DANZA ESPAÑOLA;11
2022-2023;46;VALENCIA/VALÈNCIA;46250;VALÈNCIA;46020388;CONSERVATORI PROFESSIONAL DE DANSA;P;ENSEÑANZA PROFESIONAL DANZA;2º ENSEÑANZA PROFESIONAL DANZA;DANZA CLÁSICA;15
2022-2023;46;VALENCIA/VALÈNCIA;46250;VALÈNCIA;46020388;CONSERVATORI PROFESSIONAL DE DANSA;P;ENSEÑANZA PROFESIONAL DANZA;2º ENSEÑANZA PROFESIONAL DANZA;DANZA CONTEMPORÁNEA;15
2022-2023;46;VALENCIA/VALÈNCIA;46250;VALÈNCIA;46020388;CONSERVATORI PROFESSIONAL DE DANSA;P;ENSEÑANZA PROFESIONAL DANZA;2º ENSEÑANZA PROFESIONAL DANZA;DANZA ESPAÑOLA;10
2022-2023;46;VALENCIA/VALÈNCIA;46250;VALÈNCIA;46020388;CONSERVATORI PROFESSIONAL DE DANSA;P;ENSEÑANZA PROFESIONAL DANZA;3º ENSEÑANZA PROFESIONAL DANZA;DANZA CLÁSICA;15
2022-2023;46;VALENCIA/VALÈNCIA;46250;VALÈNCIA;46020388;CONSERVATORI PROFESSIONAL DE DANSA;P;ENSEÑANZA PROFESIONAL DANZA;3º ENSEÑANZA PROFESIONAL DANZA;DANZA CONTEMPORÁNEA;11
2022-2023;46;VALENCIA/VALÈNCIA;46250;VALÈNCIA;46020388;CONSERVATORI PROFESSIONAL DE DANSA;P;ENSEÑANZA PROFESIONAL DANZA;3º ENSEÑANZA PROFESIONAL DANZA  ;DANZA ESPAÑOLA;11
2022-2023;46;VALENCIA/VALÈNCIA;46250;VALÈNCIA;46020388;CONSERVATORI PROFESSIONAL DE DANSA;P;ENSEÑANZA PROFESIONAL DANZA;4º ENSEÑANZA PROFESIONAL DANZA;DANZA CLÁSICA;12
2022-2023;46;VALENCIA/VALÈNCIA;46250;VALÈNCIA;46020388;CONSERVATORI PROFESSIONAL DE DANSA;P;ENSEÑANZA PROFESIONAL DANZA;4º ENSEÑANZA PROFESIONAL DANZA;DANZA CONTEMPORÁNEA;15
2022-2023;46;VALENCIA/VALÈNCIA;46250;VALÈNCIA;46020388;CONSERVATORI PROFESSIONAL DE DANSA;P;ENSEÑANZA PROFESIONAL DANZA;4º ENSEÑANZA PROFESIONAL DANZA;DANZA ESPAÑOLA;13
2022-2023;46;VALENCIA/VALÈNCIA;46250;VALÈNCIA;46020388;CONSERVATORI PROFESSIONAL DE DANSA;P;ENSEÑANZA PROFESIONAL DANZA;5º ENSEÑANZA PROFESIONAL DANZA;DANZA CLÁSICA;11
2022-2023;46;VALENCIA/VALÈNCIA;46250;VALÈNCIA;46020388;CONSERVATORI PROFESSIONAL DE DANSA;P;ENSEÑANZA PROFESIONAL DANZA;5º ENSEÑANZA PROFESIONAL DANZA;DANZA CONTEMPORÁNEA;10
2022-2023;46;VALENCIA/VALÈNCIA;46250;VALÈNCIA;46020388;CONSERVATORI PROFESSIONAL DE DANSA;P;ENSEÑANZA PROFESIONAL DANZA;5º ENSEÑANZA PROFESIONAL DANZA;DANZA ESPAÑOLA;5
2022-2023;46;VALENCIA/VALÈNCIA;46250;VALÈNCIA;46020388;CONSERVATORI PROFESSIONAL DE DANSA;P;ENSEÑANZA PROFESIONAL DANZA;6º ENSEÑANZA PROFESIONAL DANZA;DANZA CLÁSICA;10
2022-2023;46;VALENCIA/VALÈNCIA;46250;VALÈNCIA;46020388;CONSERVATORI PROFESSIONAL DE DANSA;P;ENSEÑANZA PROFESIONAL DANZA;6º ENSEÑANZA PROFESIONAL DANZA;DANZA CONTEMPORÁNEA;11
2022-2023;46;VALENCIA/VALÈNCIA;46250;VALÈNCIA;46020388;CONSERVATORI PROFESSIONAL DE DANSA;P;ENSEÑANZA PROFESIONAL DANZA;6º ENSEÑANZA PROFESIONAL DANZA;DANZA ESPAÑOLA;12
